,id,lang,bot,created_at,statuses_count
135,21131225,en,False,2014-02-19 21:14:25,3014
136,15044720,en,False,2013-06-10 05:49:17,59052
137,2355972624,en,True,2019-02-24 07:41:41,66
138,2360253632,en,True,2019-02-27 00:55:34,53
139,1126989775,en,True,2018-01-30 04:22:21,26
140,713884879,en,False,2017-07-26 07:40:25,4737
141,354010930,en,False,2016-08-14 00:28:11,168
142,182071638,fr,True,2015-08-25 19:23:42,17
143,2352769616,en,True,2019-02-22 05:36:38,75
144,1601378383,en,True,2018-07-19 16:39:41,1073
145,2285966798,en,False,2019-01-13 02:30:56,15258
146,617477009,en,False,2017-06-26 21:11:58,31
147,2352899322,en,False,2019-02-22 07:56:54,77
148,2350493892,en,True,2019-02-20 18:18:49,84
149,2903061989,en,False,2019-12-04 23:40:36,141
150,2358373046,en,True,2019-02-25 18:53:07,65
151,243819894,en,False,2016-01-29 21:56:18,8703
152,466269755,it,True,2017-01-18 07:03:22,218
153,985286364,en,False,2017-12-04 20:06:12,9747
154,112540516,en,True,2015-02-10 21:43:41,134
155,616206143,en,True,2017-06-25 15:32:47,52
156,2374310377,en,True,2019-03-07 20:26:51,34
157,2368837153,en,True,2019-03-04 12:46:11,61
158,1128493195,en,True,2018-01-30 16:04:57,22
159,1370908110,en,False,2018-04-24 00:57:54,778
160,497404180,en,False,2017-02-20 23:29:09,84124
161,1214857692,en,False,2018-02-26 08:26:19,24839
162,2362468412,en,True,2019-02-28 10:18:46,48
163,573300206,en,False,2017-05-09 04:42:38,12871
164,969199590,en,False,2017-11-27 02:24:36,2063
165,2374859071,en,False,2019-03-08 05:15:43,40
166,616956640,en,True,2017-06-26 09:24:30,39
167,1174950420,en,True,2018-02-15 11:18:00,15
168,2362531392,en,True,2019-02-28 11:21:29,56
169,245578395,en,False,2016-02-03 00:48:49,29842
170,2355727496,en,True,2019-02-24 03:48:36,59
171,1174781425,en,True,2018-02-15 10:26:00,24
172,2353735602,en,True,2019-02-22 20:14:14,63
173,2380941368,en,False,2019-03-11 19:45:56,36
174,2348295690,en,True,2019-02-19 10:54:56,80
175,620421877,en,True,2017-06-29 22:55:57,20
176,2370789235,en,True,2019-03-05 18:26:16,54
177,2302538826,en,False,2019-01-23 05:17:54,711
178,1435964180,en,False,2018-05-19 15:32:35,10292
179,412754103,en,False,2016-11-16 03:03:22,27233
180,23132833,en,False,2014-03-08 23:04:04,19236
181,1129034947,en,True,2018-01-30 19:42:19,19
182,27582887,en,False,2014-04-01 04:20:30,36913
183,2380797061,en,True,2019-03-11 17:38:17,45
184,406826769,en,False,2016-11-08 07:40:46,1023
185,2360352331,en,True,2019-02-27 02:16:57,53
186,1279160827,en,False,2018-03-21 00:49:38,12068
187,2386739322,en,True,2019-03-15 10:18:14,33
188,1127827542,en,True,2018-01-30 11:52:21,22
189,2358013632,en,True,2019-02-25 13:46:10,65
190,466340585,it,True,2017-01-18 09:15:00,308
191,147630373,en,False,2015-05-26 16:49:56,60
192,378228984,en,False,2016-09-23 21:18:05,329
193,17640121,es,False,2013-11-28 02:48:55,20
194,161291774,es,True,2015-07-02 13:35:18,20
195,421419585,es,False,2016-11-26 22:43:25,27
196,128595293,en,True,2015-04-03 15:58:26,73
197,466166588,it,True,2017-01-18 03:54:38,88
198,215545290,es,False,2015-11-16 07:05:21,3427
199,1647981619,en,False,2018-08-07 14:43:28,13224
200,341910065,en,False,2016-07-26 04:35:35,9019
201,176096243,en,False,2015-08-10 15:07:52,211
202,710621238,en,True,2017-07-24 12:30:27,24
203,2352159499,en,True,2019-02-21 19:29:16,83
204,2385363270,en,True,2019-03-14 14:47:19,43
205,2356067694,en,True,2019-02-24 09:15:12,59
206,1174993226,en,True,2018-02-15 11:25:21,16
207,211564378,en,False,2015-11-05 16:28:10,19176
208,398070178,en,False,2016-10-26 14:52:00,6146
209,2369953634,en,True,2019-03-05 06:18:36,55
210,2357674874,en,True,2019-02-25 08:21:14,62
211,1368116864,en,True,2018-04-22 22:14:30,1
212,531165935,en,True,2017-03-22 12:02:42,12118
213,2380212774,en,False,2019-03-11 09:48:49,44
214,2357940044,en,False,2019-02-25 12:39:27,56
215,1129895606,en,True,2018-01-31 03:05:11,16
216,557522453,it,True,2017-04-21 08:07:21,5524
217,2359771842,en,True,2019-02-26 16:56:10,39
218,1127948335,en,False,2018-01-30 12:38:45,24
219,2351866518,en,True,2019-02-21 15:36:48,72
220,2357121385,en,True,2019-02-24 23:45:40,65
221,25836383,en,True,2014-03-24 16:10:49,647
222,2368262880,en,True,2019-03-04 04:20:40,57
223,56477010,en,False,2014-07-15 20:06:29,67264
224,2536750700,en,False,2019-06-02 06:28:00,211
225,108701807,en,False,2015-01-28 20:02:06,33928
226,1174860890,en,False,2018-02-15 10:50:30,22
227,85193539,en,False,2014-10-27 23:46:57,31248
228,2361700603,en,False,2019-02-27 21:46:53,49
229,104213670,es,False,2015-01-14 17:02:44,57566
230,2384844259,en,True,2019-03-14 07:16:38,43
231,347506040,en,True,2016-08-03 22:18:53,5942
232,616663989,en,True,2017-06-25 23:50:25,30
233,1656192235,en,False,2018-08-10 20:44:19,7733
234,2370363816,en,False,2019-03-05 12:47:50,60
235,358260127,pt,True,2016-08-20 16:52:00,45
236,1174982719,en,False,2018-02-15 11:21:27,23
237,2384440958,en,False,2019-03-14 01:07:33,42
238,2384215022,en,True,2019-03-13 21:21:17,44
239,796614044,nl,False,2017-09-03 18:25:34,38594
240,523750491,en,True,2017-03-15 22:33:58,10026
241,467194846,it,True,2017-01-19 06:35:05,139
242,2377056618,en,False,2019-03-09 12:47:33,2041
243,327748532,en,True,2016-07-03 02:43:40,13039
244,192378109,en,False,2015-09-21 00:02:41,11444
245,1130403487,en,True,2018-01-31 08:06:02,19
246,331917385,en,False,2016-07-09 22:50:21,2467
247,2357168472,en,True,2019-02-25 00:38:52,68
248,873348012,en,False,2017-10-13 10:08:29,9881
249,565771674,it,True,2017-04-30 19:39:26,74118
250,1130376991,en,True,2018-01-31 07:51:13,20
251,616807239,en,True,2017-06-26 03:38:16,37
252,2353359810,en,False,2019-02-22 14:53:09,62
253,1115932554,en,False,2018-01-26 04:12:30,5085
254,2351010823,en,True,2019-02-21 02:40:18,69
255,64965325,en,False,2014-08-14 06:55:06,17862
256,2307118248,en,False,2019-01-25 19:32:46,1727
257,2604530259,en,False,2019-06-14 20:02:55,3331
258,270710696,en,False,2016-03-24 03:29:18,97292
259,109577056,en,False,2015-01-31 14:46:06,9846
260,297074297,en,True,2016-05-12 21:57:21,13197
261,1816114694,en,False,2018-09-10 08:01:27,4539
262,2378075172,en,False,2019-03-10 03:49:28,36
263,109139576,en,False,2015-01-30 02:48:24,134008
264,2248762537,en,False,2018-12-18 13:27:47,7588
265,1174433286,en,True,2018-02-15 08:43:11,21
266,2368349419,en,False,2019-03-04 05:11:49,2041
267,2358906894,en,False,2019-02-26 03:57:16,56
268,2385063776,en,True,2019-03-14 10:46:48,30
269,355993172,es,True,2016-08-17 05:34:13,28
270,1175994012,en,True,2018-02-15 16:41:45,19
271,1372398396,en,True,2018-04-24 15:36:47,1
272,1203185605,id,False,2018-02-23 06:08:37,12740
273,2358203384,en,True,2019-02-25 16:26:02,44
274,616736089,en,True,2017-06-26 03:45:48,33
275,2223969871,en,False,2018-12-03 01:03:59,5573
276,153690249,es,False,2015-06-11 05:52:12,2466
277,2352642638,en,False,2019-02-22 03:32:41,86
278,1176044797,en,True,2018-02-15 16:47:51,21
279,284102132,en,False,2016-04-19 16:39:54,6643
280,2358525120,en,True,2019-02-25 21:27:02,63
281,2514604339,en,False,2019-05-24 05:54:51,279
282,2371060404,en,True,2019-03-05 23:17:25,55
283,617429491,en,True,2017-06-26 20:03:23,24
284,1213023985,en,True,2018-02-25 17:53:51,3
285,616613637,en,True,2017-06-25 22:29:24,31
286,2354846712,en,True,2019-02-23 14:05:23,70
287,466154098,it,True,2017-01-18 03:35:41,121
288,2360933791,en,True,2019-02-27 11:21:39,35
289,2353342369,en,True,2019-02-22 14:35:04,71
290,2357826733,en,True,2019-02-25 10:43:10,55
291,2577885343,en,False,2019-06-22 02:26:24,13155
292,2363571716,en,False,2019-03-01 03:40:32,43
293,2352347496,en,True,2019-02-21 22:49:58,77
294,2352249684,en,True,2019-02-21 21:07:19,51
295,41825429,en,False,2014-05-24 14:49:41,6315
296,244200947,en,True,2016-01-30 19:28:40,11927
297,614258591,it,True,2017-06-23 12:05:51,446
298,1174601928,en,False,2018-02-15 09:41:41,20
299,2364358770,en,False,2019-03-01 15:57:12,53
300,1218031976,en,False,2018-02-27 11:06:06,2
301,216081230,en,False,2015-11-17 19:04:47,544
302,324242659,en,False,2016-06-27 07:43:09,811
303,1174980182,en,True,2018-02-15 11:22:11,11
304,2353589401,en,False,2019-02-22 17:52:05,54
305,2352067280,en,False,2019-02-21 18:11:43,2041
306,2358074875,en,True,2019-02-25 14:31:39,44
307,624058980,en,False,2017-07-03 18:33:43,2819
308,853279890,en,False,2017-10-01 17:31:09,5077
309,2213012017,en,False,2018-11-26 20:01:16,2041
310,298742535,en,False,2016-05-15 21:14:03,14632
311,954555510,en,False,2017-11-20 00:26:00,27138
312,616991197,en,False,2017-06-26 10:17:45,50
313,718902926,en,False,2017-07-28 22:32:09,12318
314,576148031,it,True,2017-05-12 11:19:30,2374
315,1174851499,en,False,2018-02-15 10:46:36,2041
316,465399558,it,True,2017-01-17 09:22:29,258
317,123599990,es,True,2015-03-18 16:16:55,10
318,2430765828,en,False,2019-04-08 17:25:25,1333
319,2863376295,en,False,2019-11-07 23:01:52,1190
320,2508074020,en,False,2019-04-27 10:00:50,1026
321,1171310826,en,False,2018-02-14 08:26:50,10574
322,1126097768,en,False,2018-01-29 20:10:58,26
323,1528172522,en,False,2018-06-20 16:10:50,10532
324,2372560537,en,False,2019-03-06 22:00:04,65
325,2356626054,en,False,2019-02-24 16:58:18,61
326,2353004929,en,False,2019-02-22 09:43:29,2041
327,176506844,es,True,2015-08-11 18:38:34,2
328,66856063,en,False,2014-08-21 00:38:31,43988
329,2359615034,en,True,2019-02-26 14:50:11,56
330,2359533272,en,True,2019-02-26 13:51:05,66
331,2364707538,en,True,2019-03-01 22:32:22,55
332,1320009336,en,False,2018-04-03 09:56:53,82454
333,2377039507,en,True,2019-03-09 12:25:13,44
334,1204965055,en,True,2018-02-23 14:06:58,1
335,617398277,en,False,2017-06-26 19:28:50,28
336,616287960,en,True,2017-06-25 15:33:26,52
337,2357005039,en,True,2019-02-24 22:01:54,57
338,1174322688,en,True,2018-02-15 08:12:05,16
339,1127332626,en,True,2018-01-30 07:52:13,24
340,83159701,es,False,2014-10-19 15:51:59,20641
341,2265959516,en,False,2018-12-30 14:09:51,74
342,1353072290,en,False,2018-04-17 00:15:58,651
343,2251504327,en,False,2018-12-20 05:59:23,29910
344,1176174571,en,True,2018-02-15 17:13:23,14
345,2354054108,en,True,2019-02-23 01:54:54,67
346,1662017995,en,False,2018-08-13 08:16:03,9878
347,169489617,en,False,2015-07-24 13:26:37,8694
348,311262395,en,False,2016-06-06 04:39:03,32374
349,2619891104,en,False,2019-07-14 00:34:21,1637
350,395436399,en,False,2016-10-22 17:14:54,2041
351,616220327,en,True,2017-06-25 15:49:02,61
352,1174366058,en,False,2018-02-15 08:20:23,15
353,252882696,en,False,2016-02-18 03:14:35,15595
354,2360059244,en,False,2019-02-26 21:37:21,2041
355,2378402216,en,False,2019-03-10 08:42:14,35
356,2386278498,en,True,2019-03-15 03:54:07,43
357,118386377,en,False,2015-03-02 14:28:30,504
358,2381744869,en,True,2019-03-12 07:48:27,41
359,1127025932,en,True,2018-01-30 04:48:21,23
360,2354038633,en,True,2019-02-23 01:33:57,72
361,2354321761,en,True,2019-02-23 05:55:07,80
362,1176131214,en,True,2018-02-15 17:08:12,21
363,2998982157,en,False,2020-01-28 01:44:41,10706
364,2360721636,en,True,2019-02-27 08:08:05,43
365,466145460,it,True,2017-01-18 03:21:35,145
366,468155641,it,True,2017-01-20 07:10:24,82
367,434742028,en,True,2016-12-13 07:48:38,437
368,617279835,en,True,2017-06-26 15:08:39,24
369,68915174,en,False,2014-08-28 06:27:21,23704
370,351277773,en,False,2016-08-10 01:16:30,818
371,2350444094,en,True,2019-02-20 17:37:44,66
372,522422439,en,True,2017-03-14 17:19:48,10875
373,329188437,en,True,2016-07-05 17:35:13,12029
374,102895387,en,False,2015-01-10 05:25:03,297
375,745579297,en,False,2017-08-10 17:11:22,1889
376,1176168408,en,True,2018-02-15 17:16:13,15
377,193056758,en,True,2015-09-22 21:28:03,12897
378,1127578410,en,False,2018-01-30 09:57:59,21
379,5820222,en,False,2012-05-08 01:58:59,7141
380,2359867422,en,True,2019-02-26 18:21:00,58
381,607732940,en,True,2017-06-16 02:05:51,6
382,1128706746,en,True,2018-01-30 17:32:28,20
383,2362495170,en,True,2019-02-28 10:47:03,46
384,2370827000,en,False,2019-03-05 19:08:48,62
385,1174874869,en,True,2018-02-15 10:52:55,22
386,617245921,en,True,2017-06-26 16:02:52,36
387,67849262,en,False,2014-08-24 08:40:28,16799
388,816485959,en,True,2017-09-13 02:11:34,46377
389,2375407956,en,True,2019-03-08 14:00:11,42
390,1130623285,en,False,2018-01-31 10:04:30,22
391,458941316,en,True,2017-01-10 03:32:48,901
392,2356142870,en,True,2019-02-24 10:21:53,77
393,64110707,es,False,2014-08-11 04:26:47,2041
394,2364037854,en,False,2019-03-01 11:34:18,54
395,520499857,en,False,2017-03-12 15:42:45,2690
396,2381447276,en,True,2019-03-12 03:30:18,35
397,347587058,en,True,2016-08-04 01:23:07,12610
398,466404521,it,True,2017-01-18 11:08:13,304
399,86432824,en,False,2014-11-02 00:53:30,8922
400,589834497,en,False,2017-05-27 06:36:03,34050
401,290436672,en,False,2016-05-01 08:19:36,10485
402,465421036,it,True,2017-01-17 10:06:06,294
403,38254693,en,False,2014-05-08 19:23:18,48572
404,2640471185,en,False,2019-06-27 11:26:35,323
405,2271281280,en,False,2019-01-03 06:57:52,236
406,1128822200,en,True,2018-01-30 18:14:25,16
407,2423280210,en,False,2019-04-04 05:44:10,21581
408,194777903,en,True,2015-09-26 23:45:42,12974
409,616382834,en,True,2017-06-25 19:15:41,31
410,616221794,en,True,2017-06-25 15:50:56,51
411,2356628791,en,True,2019-02-24 16:53:03,71
412,169194549,en,False,2015-07-23 19:36:17,62631
413,1061289924,en,False,2018-01-06 20:00:24,267
414,2361722666,en,True,2019-02-27 22:14:19,35
415,391142014,en,False,2016-10-16 03:34:32,654
416,2362252939,en,True,2019-02-28 06:27:12,45
417,195049424,en,True,2015-09-27 17:24:34,12489
418,1174445989,en,False,2018-02-15 08:41:18,21
419,466132138,it,True,2017-01-18 03:00:37,295
420,612711615,en,False,2017-06-21 15:23:56,26443
421,2364672758,en,False,2019-03-01 21:31:08,50
422,18192239,es,False,2013-12-19 16:20:31,784
423,466357907,it,True,2017-01-18 09:47:31,144
424,1200888036,en,False,2018-02-22 12:48:47,641
425,301845904,en,False,2016-05-21 05:01:26,36586
426,1138359668,en,False,2018-02-03 01:04:51,7243
427,2353523402,en,True,2019-02-22 17:01:20,80
428,617824218,en,True,2017-06-27 03:51:44,23
429,1970829738,it,True,2018-10-21 08:27:44,4861
430,466409241,it,True,2017-01-18 11:16:32,335
431,2357373476,en,True,2019-02-25 03:43:57,68
432,544805302,es,True,2017-04-06 03:28:44,1
433,2355700242,en,True,2019-02-24 03:24:52,70
434,119227710,en,True,2015-03-05 01:23:40,8
435,2357363780,en,True,2019-02-25 03:34:36,59
436,2357549952,en,True,2019-02-25 06:25:08,61
437,24197313,en,False,2014-03-15 16:15:30,7130
438,1732923944,en,False,2018-09-07 19:44:14,111434
439,1130213556,en,True,2018-01-31 06:23:33,24
440,2352978734,en,True,2019-02-22 09:22:12,60
441,2680793168,en,False,2019-07-28 00:06:44,1339
442,156507082,en,False,2015-06-19 03:40:24,82175
443,1465761582,en,False,2018-05-30 22:02:10,24457
444,24295753,en,False,2014-03-16 00:53:21,18699
445,255792707,en,False,2016-02-24 02:03:27,13301
446,616306866,en,False,2017-06-25 15:54:58,50
447,255078443,en,True,2016-02-22 16:42:41,257
448,2371023128,en,True,2019-03-05 22:34:44,49
449,1604160445,en,False,2018-07-20 19:14:18,14210
450,1174643767,en,False,2018-02-15 09:47:55,2041
451,82869657,en,False,2014-10-18 12:48:53,14621
452,531154466,en,True,2017-03-22 11:48:04,11925
453,1368084582,en,True,2018-04-22 22:06:00,4
454,2963287552,en,False,2020-01-08 02:33:18,31522
455,90229508,en,False,2014-11-17 19:32:27,11490
456,134978414,fr,False,2015-04-22 00:46:39,574
457,22437649,en,False,2014-03-04 02:08:08,6923
458,2353817138,en,True,2019-02-22 21:39:17,77
459,2356728386,en,False,2019-02-24 18:19:34,68
460,2353315740,en,False,2019-02-22 14:23:24,2041
461,617306425,en,True,2017-06-26 17:20:00,41
462,732621438,en,False,2017-08-04 10:52:56,13861
463,468073544,it,True,2017-01-20 04:29:02,44
464,901875258,en,False,2017-10-26 14:00:24,3796
465,232165741,en,False,2016-01-01 12:12:41,16872
466,1175854238,en,True,2018-02-15 16:10:33,18
467,2977684228,en,False,2020-01-16 06:14:31,15587
468,208913421,en,False,2015-10-30 05:07:29,1303
469,539208852,it,True,2017-03-30 15:11:10,204
470,1245621752,en,False,2018-03-08 08:50:36,1960
471,399704801,en,False,2016-10-28 22:26:50,1735
472,2358825427,en,True,2019-02-26 02:31:07,65
473,2567242052,en,False,2019-06-16 14:50:26,6758
474,2363996527,en,True,2019-03-01 10:46:36,61
475,110857330,en,False,2015-02-05 00:35:40,1286
476,2481200448,en,False,2019-05-09 03:13:28,290
477,2384522161,en,False,2019-03-14 02:14:27,36
478,2356409395,en,True,2019-02-24 14:06:31,85
479,616263295,en,True,2017-06-25 16:34:41,44
480,466462018,it,True,2017-01-18 12:42:34,69
481,2357384328,en,True,2019-02-25 03:54:36,43
482,553317912,en,False,2017-04-16 04:14:28,3621
483,1174317492,en,True,2018-02-15 08:10:41,20
484,2352955628,en,True,2019-02-22 08:56:54,78
485,467145195,it,True,2017-01-19 04:59:52,46
486,2351639844,en,True,2019-02-21 12:51:36,59
487,616217345,en,False,2017-06-25 15:45:59,66
488,580925947,it,True,2017-05-17 14:09:53,6702
489,1208801689,en,True,2018-02-24 14:48:51,3
490,1125863318,en,True,2018-01-29 18:38:49,20
491,617105824,en,True,2017-06-26 13:05:20,26
492,2353918831,en,True,2019-02-22 23:33:54,56
493,241240275,en,False,2016-01-23 20:04:11,9369
494,616210933,en,True,2017-06-25 15:32:58,54
495,2356354363,en,True,2019-02-24 13:24:17,63
496,558593538,it,True,2017-04-22 10:28:36,3743
497,2362318620,en,True,2019-02-28 07:47:29,38
498,2357803040,en,False,2019-02-25 10:26:11,58
499,617343116,en,False,2017-06-26 18:14:53,33
500,8711952,en,False,2012-09-08 01:05:41,902
501,225956521,en,True,2015-12-14 22:46:33,2
502,1126890798,en,True,2018-01-30 03:32:51,24
503,466446249,it,True,2017-01-18 12:18:23,107
504,2360807268,en,True,2019-02-27 09:30:48,46
505,521086027,en,True,2017-03-13 06:59:04,10893
506,2367820136,en,True,2019-03-03 23:58:24,53
507,2451796016,en,False,2019-04-20 18:42:13,4287
508,2381675280,en,True,2019-03-12 06:59:00,42
509,2375693960,en,True,2019-03-08 17:44:28,45
510,2348343679,en,False,2019-02-19 11:30:11,69
511,467120569,it,True,2017-01-19 04:15:04,70
512,2373125449,en,True,2019-03-07 03:53:07,60
513,334826160,en,True,2016-07-14 18:42:20,10205
514,2350924466,en,True,2019-02-21 01:24:14,79
515,2989316931,en,False,2020-01-23 09:08:06,554
516,2372480954,en,True,2019-03-06 21:37:49,52
517,616507933,en,False,2017-06-25 21:46:12,42
518,2364592694,en,True,2019-03-01 19:44:47,48
519,2384245830,en,True,2019-03-13 21:59:55,43
520,2371217185,en,True,2019-03-06 01:49:59,47
521,466370758,it,True,2017-01-18 10:11:10,131
522,465374176,it,True,2017-01-17 08:33:09,86
523,2483152884,en,False,2019-05-10 04:15:00,1536
524,1174743524,en,True,2018-02-15 10:16:32,12
525,1218232802,en,True,2018-02-27 12:03:30,2
526,169325249,en,False,2015-07-24 02:20:32,4996
527,41779886,en,False,2014-05-24 08:53:12,19287
528,48336195,en,False,2014-06-20 12:40:27,1
529,2364053227,en,True,2019-03-01 11:40:09,64
530,2380994893,en,True,2019-03-11 20:26:37,42
531,2363046775,en,True,2019-02-28 18:24:57,59
532,435740269,pt,True,2016-12-14 11:46:28,4
533,300374583,en,False,2016-05-18 17:18:38,8195
534,2359899680,en,False,2019-02-26 18:48:23,52
535,14587971,en,False,2013-05-01 17:50:12,1410
536,341900539,en,False,2016-07-26 04:09:26,8234
537,29770248,en,False,2014-04-10 17:37:27,927
