user_id,lang,bot,created_at,statuses_count,tweet_count,avg_text_len,entropy_minute,entropy_day,post_in_2012,post_in_2013,post_in_2014,post_in_2015,post_in_2016,post_in_2017,post_in_2018,post_in_2019,post_in_2020,years_outside_of_plausible_range,creation_year,reply_count_avg,favorite_count_avg,num_hashtags_avg,num_urls_avg,num_mentions_avg,retweet_count_sum,favorite_count_sum
616824681,en,0,2017-06-26 04:03:20,33,36,58.43243243243244,4.739097917988784,3.808270834535259,0,0,0,0,0,29,8,0,0,0,2017,0.027027027027027,0.027027027027027,0.2432432432432432,0.0,0.0,0,1
2361797126,en,1,2019-02-27 23:30:31,47,100,64.58415841584159,2.386106413861364,1.3634980839539974,0,0,0,0,0,0,0,101,0,0,2019,0.0,0.0495049504950495,0.1386138613861386,0.0,0.3069306930693069,4,5
2381053058,en,1,2019-03-11 21:29:53,41,85,62.27777777777778,2.0238219743945103,1.3768042322213287,0,0,0,0,0,0,0,90,0,0,2019,0.0,0.1333333333333333,0.1444444444444444,0.0,0.3444444444444444,14,12
2352803594,en,1,2019-02-22 06:10:24,53,113,56.88793103448276,2.3192575980352914,1.3471780623619536,0,0,0,0,0,0,0,116,0,0,2019,0.0,0.0258620689655172,0.0086206896551724,0.0,0.3103448275862069,4,3
2383942940,en,1,2019-03-13 16:21:29,41,105,71.76146788990826,2.098980474034076,1.2159576878032878,0,0,0,0,0,0,0,109,0,0,2019,0.0,0.0275229357798165,0.0825688073394495,0.0,0.2935779816513761,2,3
466310732,it,1,2017-01-18 08:20:20,62,1390,86.21567267683773,7.322356177169244,0.3849959119596812,0,0,0,0,0,0,0,1442,0,0,2017,0.0,0.1428571428571428,0.0887656033287101,0.0180305131761442,0.0097087378640776,1555,206
616219193,en,1,2017-06-25 15:47:54,72,79,63.333333333333336,5.537848246994452,3.083543590532016,0,0,0,0,0,56,28,0,0,0,2017,0.0476190476190476,0.0595238095238095,0.1428571428571428,0.0238095238095238,0.0238095238095238,10236,5
617828146,en,1,2017-06-27 06:01:28,27,30,73.66666666666667,4.457648564974579,3.810928306279287,0,0,0,0,0,25,5,0,0,0,2017,0.0,0.0,0.1666666666666666,0.0333333333333333,0.0333333333333333,9329,0
2744811814,en,0,2019-08-18 21:48:35,3287,2120,41.96790980052038,4.099744280299991,0.2437268945681572,0,0,0,0,0,0,0,0,2306,0,2019,0.0,0.5875975715524718,0.0589765828274067,0.03642671292281,0.6856027753686036,3840417,1355
163142123,fr,1,2015-07-07 17:12:40,3,4,53.75,4.0,1.2650806533651315,0,0,0,1,0,0,3,0,0,0,2015,0.0,0.5,0.0,0.5,1.0,17201,2
1370348599,en,0,2018-04-23 19:05:48,2041,2,37.5,4.0,1.2650806533651315,0,0,0,0,0,0,2,0,0,0,2018,0.0,0.0,0.0,0.0,0.0,0,0
2349866700,en,0,2019-02-20 09:53:17,1157,649,77.51047904191617,7.684149506054558,1.224033530745214,0,0,0,0,0,0,0,425,243,0,2019,0.0,0.5179640718562875,0.2245508982035928,0.122754491017964,0.7694610778443114,737542,346
253477677,en,0,2016-02-19 09:50:22,14052,3357,63.78755074424898,2.914450011138565,0.0246610215324536,0,0,0,0,0,0,0,0,3695,0,2016,0.0,0.1182679296346414,0.7880920162381597,0.013531799729364,1.1764546684709067,4891061,437
2357398248,en,1,2019-02-25 04:07:22,57,117,70.74166666666666,2.1752079602029952,1.2483401365848483,0,0,0,0,0,0,0,120,0,0,2019,0.0,0.0416666666666666,0.0333333333333333,0.0,0.2416666666666666,3,5
1127165334,en,0,2018-01-30 06:21:38,27,32,45.09375,4.453880987666651,2.908198827637825,0,0,0,0,0,0,32,0,0,0,2018,0.0625,0.03125,0.09375,0.03125,0.0625,5561,1
1273186980,en,1,2018-03-18 20:11:01,1179,2680,84.20818377602298,7.926503503966797,0.4352765135790223,0,0,0,0,0,0,674,2112,0,0,2018,0.0,0.0664034458004307,0.0933237616654702,0.04091888011486,0.0441493180186647,9741,185
1127478085,en,1,2018-01-30 08:58:18,23,27,66.71428571428571,4.02705474459298,2.9477027792200907,0,0,0,0,0,0,28,0,0,0,2018,0.0714285714285714,0.2142857142857142,0.1428571428571428,0.1071428571428571,0.25,10020,6
1671101821,en,0,2018-08-16 17:49:18,6705,3866,44.0977366255144,4.462343956590931,0.0523718103236069,0,0,0,0,0,0,0,0,3208,680,2018,0.0,0.1134259259259259,0.0758744855967078,0.0843621399176954,0.7824074074074074,268920,441
621554804,en,1,2017-07-01 04:13:30,31,36,58.41463414634146,4.246439344671014,3.3393538721672,0,0,0,0,0,34,7,0,0,0,2017,0.0975609756097561,0.0,0.1463414634146341,0.024390243902439,0.0,0,0
707697690,en,0,2017-07-22 19:51:25,43,20,57.31818181818182,3.4992275417233567,1.0834189322427712,0,0,0,0,0,4,0,0,18,0,2017,0.0,0.3636363636363636,0.4090909090909091,0.0909090909090909,0.7272727272727273,12,8
1261040287,en,0,2018-03-14 03:46:22,17447,3483,45.78830920513521,4.6003807723535655,0.0625842741738242,0,0,0,0,0,0,0,0,3661,0,2018,0.0,0.7017208413001912,0.1586998087954111,0.0478011472275334,0.9221524173723028,6135600,2569
109514123,en,0,2015-01-31 09:04:55,26709,2341,90.9840360212853,6.0402375609089285,0.1107999621218982,0,0,0,0,0,0,0,0,2443,0,2015,0.0,0.1526811297584936,0.4474007367990176,0.1776504297994269,0.9447400736799018,248615,373
2353165838,en,0,2019-02-22 12:27:51,68,141,68.27083333333333,2.2214689193507566,1.1699291819220334,0,0,0,0,0,0,0,144,0,0,2019,0.0,0.0277777777777777,0.0347222222222222,0.0,0.2916666666666667,6,4
149245813,en,0,2015-05-30 20:11:00,5025,2635,65.22087286527514,5.689852669132399,0.7296759845136741,0,0,0,0,0,0,1751,256,198,430,2015,0.0,0.0277039848197343,0.1206831119544592,0.0318785578747628,0.6667931688804554,938875,73
2357929946,en,0,2019-02-25 12:30:19,60,120,59.472,2.1727128756486604,1.3168128245581527,0,0,0,0,0,0,0,125,0,0,2019,0.0,0.048,0.032,0.0,0.328,5,6
466300701,it,1,2017-01-18 08:01:21,41,1422,86.43281566509116,7.389121652496306,0.355937663822444,0,0,0,0,0,0,0,1481,0,0,2017,0.0,0.2856178257933828,0.0762997974341661,0.0182309250506414,0.0067521944632005,1242,423
1174366548,en,1,2018-02-15 08:24:25,22,22,55.63636363636363,4.39231742277876,2.7013757559060485,0,0,0,0,0,0,22,0,0,0,2018,0.0454545454545454,103.27272727272728,0.4545454545454545,0.1363636363636363,0.0909090909090909,15125,2272
2360251819,en,1,2019-02-27 00:47:09,65,135,68.44680851063829,2.2817982015461897,1.2607336272719256,0,0,0,0,0,0,0,141,0,0,2019,0.0,0.0496453900709219,0.1063829787234042,0.0,0.2765957446808511,5,7
616399998,en,1,2017-06-25 17:52:48,54,57,57.43333333333333,5.285706084126692,3.5221066182681766,0,0,0,0,0,47,13,0,0,0,2017,0.0333333333333333,0.0,0.1166666666666666,0.0,0.0,0,0
617446883,en,1,2017-06-26 20:32:18,37,41,70.83333333333333,4.772186150959547,3.512460773112119,0,0,0,0,0,36,6,0,0,0,2017,0.0238095238095238,0.0,0.238095238095238,0.0,0.0,1,0
2214453095,en,0,2018-12-10 19:19:12,1382,1220,57.43769470404985,7.654373189087704,0.8192662135947208,0,0,0,0,0,0,0,990,294,0,2018,0.0,1.133177570093458,0.1222741433021806,0.0070093457943925,0.5926791277258567,160265,1455
2352031490,en,1,2019-02-21 17:42:51,83,155,66.45962732919254,2.440491735326511,1.0971422193176747,0,0,0,0,0,0,0,161,0,0,2019,0.0,0.0683229813664596,0.0559006211180124,0.0,0.2546583850931677,5,11
2366093053,en,0,2019-03-02 20:48:49,66,137,62.90780141843972,2.2525712903337665,1.1632303863049192,0,0,0,0,0,0,0,141,0,0,2019,0.0,0.0141843971631205,0.0425531914893617,0.0,0.3049645390070922,6,2
2360229577,en,1,2019-02-27 00:26:58,49,118,64.65833333333333,2.021084876567861,1.2430860518058284,0,0,0,0,0,0,0,120,0,0,2019,0.0,498.6,0.025,0.0,0.3,5,59832
2359047776,en,1,2019-02-26 06:08:29,62,117,64.21951219512195,2.2684567673030123,1.3287651032647283,0,0,0,0,0,0,0,123,0,0,2019,0.0,0.056910569105691,0.032520325203252,0.0,0.3414634146341463,5,7
172164229,en,1,2015-07-31 01:50:18,4,4,71.75,4.0,1.2650806533651315,0,0,0,1,0,3,0,0,0,0,2015,0.0,0.0,0.0,0.75,0.0,0,0
1127846953,en,1,2018-01-30 11:52:52,25,29,70.56666666666666,4.18034360014815,2.8439681690390657,0,0,0,0,0,0,30,0,0,0,2018,0.0333333333333333,0.0666666666666666,0.2333333333333333,0.0,0.0,0,2
162018954,en,0,2015-07-04 11:46:33,13551,3600,53.68930155210643,5.334923922276346,0.2644791250893946,0,0,0,0,0,0,0,0,2969,639,2015,0.0,0.2217294900221729,0.0435144124168514,0.0570953436807095,0.7339246119733924,833496,800
2376429912,en,1,2019-03-09 02:38:23,34,94,70.41414141414141,2.221013656182444,1.116454340206945,0,0,0,0,0,0,0,99,0,0,2019,0.0,0.0303030303030303,0.0707070707070707,0.0,0.2222222222222222,5,3
346754293,ru,1,2016-08-02 19:51:41,56,41,128.7906976744186,4.927798970294788,2.1062872211515025,0,0,0,0,2,41,0,0,0,0,2016,0.1162790697674418,0.1162790697674418,0.2093023255813953,0.0,0.0697674418604651,80,5
2362453604,en,0,2019-02-28 10:04:07,44,108,65.70175438596492,2.408349940402768,1.3535917647048907,0,0,0,0,0,0,0,114,0,0,2019,0.0,0.0614035087719298,0.0964912280701754,0.0,0.3245614035087719,6,7
2384265157,en,0,2019-03-13 22:09:56,46,99,64.2621359223301,2.186804059503009,1.3057375653579484,0,0,0,0,0,0,0,103,0,0,2019,0.0,0.0485436893203883,0.058252427184466,0.0,0.2912621359223301,6,5
303899090,en,0,2016-05-24 16:08:55,1362,812,85.92814371257485,7.123822306975211,1.7276500510928154,0,0,0,0,18,420,222,79,96,0,2016,0.0,0.0335329341317365,0.4035928143712575,0.081437125748503,1.0718562874251496,139920,28
2352998418,en,1,2019-02-22 09:46:22,72,143,69.49659863945578,2.241308664861459,1.1611358870097517,0,0,0,0,0,0,0,147,0,0,2019,0.0,0.0612244897959183,0.0408163265306122,0.0,0.2789115646258503,9,9
141711158,es,0,2015-05-10 20:34:50,6,6,49.66666666666666,4.0,1.2650806533651315,0,0,0,4,2,0,0,0,0,0,2015,0.0,0.0,0.0,0.0,0.0,1,0
1175030514,en,1,2018-02-15 11:39:44,22,25,59.44444444444444,4.253915084508906,2.5954760276333784,0,0,0,0,0,0,27,0,0,0,2018,0.0,0.1111111111111111,0.1851851851851851,0.0,0.0,1,3
2374422386,en,0,2019-03-07 22:25:33,45,93,68.31958762886597,2.282704222902002,1.382607664328641,0,0,0,0,0,0,0,97,0,0,2019,0.0,0.0412371134020618,0.1443298969072164,0.0,0.2886597938144329,1,4
2385162884,en,1,2019-03-14 12:13:01,47,95,59.41666666666666,1.95988220617281,1.2939922504539711,0,0,0,0,0,0,0,96,0,0,2019,0.0,0.03125,0.0520833333333333,0.0,0.3854166666666667,3,3
243282862,en,1,2016-01-28 18:20:58,11735,3600,77.82515419683561,4.844548083603785,0.0107078598816403,0,0,0,0,0,0,0,3729,0,0,2016,0.0,0.0085813891123625,0.0,0.387503352105122,0.0,24,32
307710043,en,0,2016-05-31 04:35:46,69900,3591,53.6608532331634,2.8207917882252938,0.039948491605273,0,0,0,0,0,0,0,0,3727,0,2016,0.0,0.3818084250067078,0.0281727931312047,0.0040246847330292,0.5012074054199088,2049758,1423
1366923541,en,1,2018-04-22 12:24:27,1,1,10.0,4.0,1.2650806533651315,0,0,0,0,0,0,1,0,0,0,2018,0.0,0.0,0.0,0.0,0.0,0,0
2380781340,en,1,2019-03-11 17:34:08,33,89,60.13684210526316,2.21912735345049,1.2830364073819849,0,0,0,0,0,0,0,95,0,0,2019,0.0,0.0421052631578947,0.1157894736842105,0.0,0.231578947368421,1,4
2383079875,en,1,2019-03-13 03:20:02,43,111,63.12605042016807,2.232017645975036,1.2213659048689751,0,0,0,0,0,0,0,119,0,0,2019,0.0,0.042016806722689,0.0168067226890756,0.0,0.2857142857142857,5,5
150993495,en,0,2015-06-04 10:11:54,26501,1575,51.41083805923125,7.106335197326554,0.570253304804227,0,0,0,0,0,0,0,0,1321,266,2015,0.0,0.5803402646502835,0.0516698172652804,0.0642722117202268,0.7378701953371141,88940,921
2384455266,en,0,2019-03-14 01:24:04,45,99,59.45192307692308,2.0040893824370363,1.1906356825989504,0,0,0,0,0,0,0,104,0,0,2019,0.0,0.0673076923076923,0.0961538461538461,0.0,0.3653846153846153,6,7
2353742197,en,1,2019-02-22 20:12:28,70,144,68.59731543624162,2.463756180398957,1.130787342170822,0,0,0,0,0,0,0,149,0,0,2019,0.0,0.046979865771812,0.0536912751677852,0.0,0.3087248322147651,6,7
617369459,en,0,2017-06-26 18:50:48,2041,21,56.90476190476191,3.741446071165521,3.441446071165521,0,0,0,0,0,14,7,0,0,0,2017,0.0,0.0,0.0952380952380952,0.0,0.0,0,0
250549433,en,0,2016-02-13 09:32:28,50832,3577,82.47900968783638,5.212704502910671,0.092782941370917,0,0,0,0,0,0,0,0,3716,0,2016,0.0,2.8132400430570508,0.0645855758880516,0.0532831001076426,0.9520990312163616,255873,10454
2382321048,en,0,2019-03-12 15:46:33,40,85,57.95505617977528,2.1078093373930704,1.339436321018268,0,0,0,0,0,0,0,89,0,0,2019,0.0,0.0449438202247191,0.0898876404494382,0.0,0.4157303370786517,4,4
1175881286,en,1,2018-02-15 16:15:54,20,25,66.72,3.766150648454356,2.819773835029478,0,0,0,0,0,0,25,0,0,0,2018,0.0,0.0,0.08,0.0,0.0,0,0
2356175006,en,1,2019-02-24 10:52:02,80,152,68.41830065359477,2.424342842770916,1.140645641678883,0,0,0,0,0,0,0,153,0,0,2019,0.0,0.0326797385620915,0.0522875816993464,0.0,0.2679738562091503,8,5
617238800,en,1,2017-06-26 15:59:13,29,31,53.63636363636363,4.385891110799899,3.9873008763572906,0,0,0,0,0,24,9,0,0,0,2017,0.0606060606060606,0.0303030303030303,0.1818181818181818,0.0303030303030303,0.0,0,1
466415308,it,1,2017-01-18 11:26:47,103,1529,85.22969543147208,7.418424641330202,0.343442380255764,0,0,0,0,0,0,0,1576,0,0,2017,0.0,0.6719543147208121,0.0609137055837563,0.0196700507614213,0.0088832487309644,3999,1059
620156433,en,1,2017-06-29 15:09:25,24,24,59.19230769230769,4.323856189774722,3.9238561897747233,0,0,0,0,0,22,4,0,0,0,2017,0.0769230769230769,0.0,0.2692307692307692,0.0,0.0,0,0
531177445,en,1,2017-03-22 12:15:46,12395,3635,78.81328354227794,4.800778517280065,0.0071047039947129,0,0,0,0,0,0,0,3749,0,0,2017,0.229394505201387,0.0114697252600693,0.0,0.3891704454521205,0.0005334755934915,49,43
112200531,fr,0,2015-02-09 16:06:47,10,10,55.0,3.321928094887362,1.9609640474436807,0,0,0,1,0,7,3,0,0,0,2015,0.1818181818181818,0.4545454545454545,0.0,0.4545454545454545,0.8181818181818182,23988,5
2357688510,en,1,2019-02-25 08:36:36,43,103,62.177570093457945,2.185593796198744,1.3052956472829669,0,0,0,0,0,0,0,107,0,0,2019,0.0,0.0560747663551401,0.0747663551401869,0.0,0.3644859813084112,12,6
2362195375,en,0,2019-02-28 05:35:38,2041,98,66.5050505050505,2.12851334707904,1.265083909293968,0,0,0,0,0,0,0,99,0,0,2019,0.0,0.0303030303030303,0.0606060606060606,0.0,0.2929292929292929,9,3
289311242,en,0,2016-04-29 12:25:17,24525,3568,106.10452206877878,4.9255975563809065,0.0444609472207851,0,0,0,0,0,0,0,0,3693,0,2016,0.0,0.2553479555916599,0.487408610885459,0.3707013268345518,1.1987544002166262,84765,943
538864438,it,1,2017-03-30 08:50:24,216,1623,82.23045023696683,7.621466257171837,0.4176697803528721,0,0,0,0,0,0,0,1688,0,0,2017,0.0,2.872037914691944,0.0657582938388625,0.0231042654028436,0.0266587677725118,4252,4848
1130335195,en,1,2018-01-31 07:26:20,28,35,67.94285714285714,4.381580488309162,2.555320258240986,0,0,0,0,0,0,35,0,0,0,2018,0.0,0.0,0.0857142857142857,0.0,0.0,0,0
97859473,tr,0,2014-12-21 08:52:16,1,1,20.0,4.0,1.2650806533651315,0,0,0,0,0,1,0,0,0,0,2014,0.0,0.0,0.0,1.0,0.0,0,0
1127064944,en,1,2018-01-30 05:12:37,24,26,67.46428571428571,4.324900817925069,2.874483800935063,0,0,0,0,0,0,28,0,0,0,2018,0.0,81.21428571428571,0.6785714285714286,0.1428571428571428,0.1071428571428571,24574,2274
1176031873,en,1,2018-02-15 16:45:26,22,24,65.72,4.251629167387823,2.646240625180289,0,0,0,0,0,0,25,0,0,0,2018,0.0,0.04,0.08,0.04,0.0,0,1
2355208813,en,0,2019-02-23 18:49:25,77,144,65.61688311688312,2.5696641550148134,1.1946637835937417,0,0,0,0,0,0,0,154,0,0,2019,0.0,0.0844155844155844,0.1168831168831168,0.0,0.3116883116883117,342,13
2385236594,en,1,2019-03-14 13:12:49,44,86,64.1685393258427,1.8791640240772245,1.2253506177231297,0,0,0,0,0,0,0,89,0,0,2019,0.0,0.0674157303370786,0.0674157303370786,0.0,0.348314606741573,1,6
395021188,es,0,2016-10-22 00:37:48,3,3,26.33333333333333,4.0,1.2650806533651315,0,0,0,0,0,3,0,0,0,0,2016,0.0,0.0,0.0,0.0,0.6666666666666666,0,0
2384215375,en,1,2019-03-13 21:12:28,36,92,64.98936170212765,2.038282506462213,1.3335474637453255,0,0,0,0,0,0,0,94,0,0,2019,0.0,0.0638297872340425,0.0638297872340425,0.0,0.3723404255319149,2,6
2377665366,en,0,2019-03-09 21:23:35,37,75,70.74025974025975,2.203364107030045,1.3477507274368603,0,0,0,0,0,0,0,77,0,0,2019,0.0,0.0649350649350649,0.1038961038961039,0.0,0.2727272727272727,3,5
2363837882,en,0,2019-03-01 08:11:51,61,127,68.84615384615384,2.272761148147998,1.2623636330243968,0,0,0,0,0,0,0,130,0,0,2019,0.0,0.0615384615384615,0.0846153846153846,0.0,0.3461538461538461,3,8
43015189,en,0,2014-05-30 01:23:18,11352,1928,81.62468889995023,7.070649263033091,0.5632897167240675,0,0,0,0,0,0,0,1250,759,0,2014,0.0,0.0283723245395719,0.2677949228471876,0.7391737182677949,0.1353907416625186,8410,57
112131340,en,1,2015-02-09 10:28:01,7,7,57.71428571428572,4.0,1.2650806533651315,0,0,0,0,0,6,1,0,0,0,2015,0.2857142857142857,0.0,0.0,1.0,0.1428571428571428,9789,0
2356590110,en,0,2019-02-24 16:28:17,64,140,66.6891891891892,2.2035484566016352,1.1425177008969116,0,0,0,0,0,0,0,148,0,0,2019,0.0,0.027027027027027,0.081081081081081,0.0,0.3378378378378378,6,4
466393676,it,1,2017-01-18 10:51:05,272,1597,86.66747279322854,7.801933049862786,0.4322548971082486,0,0,0,0,0,0,0,1654,0,0,2017,0.0,2.051995163240629,0.0610640870616686,0.0211608222490931,0.0018137847642079,3660,3394
2360101717,en,1,2019-02-26 22:17:23,61,122,65.07142857142857,2.2225527174017747,1.315021041420574,0,0,0,0,0,0,0,126,0,0,2019,0.0,0.0396825396825396,0.0634920634920634,0.0,0.3253968253968254,5,5
2738679910,en,0,2019-08-12 02:40:12,15101,3465,33.54256187109056,2.642563138414027,0.0036143688364359,0,0,0,0,0,0,0,0,3677,0,2019,0.0772368778895839,0.2279031819418003,0.0062550992657057,0.0543921675278759,1.257002991569214,1307022,838
467116841,it,1,2017-01-19 04:08:16,61,1388,86.24755244755245,7.405581927009241,0.3745050008796334,0,0,0,0,0,0,0,1430,0,0,2017,0.0,0.1391608391608391,0.0671328671328671,0.0223776223776223,0.0041958041958041,907,199
51381838,en,0,2014-06-29 07:57:03,231,226,73.25531914893617,6.217221652588688,1.5470807981186745,0,0,0,0,0,0,3,32,200,0,2014,0.0,0.0382978723404255,0.9659574468085106,0.025531914893617,0.6978723404255319,11533,9
2354852881,en,0,2019-02-23 14:04:17,68,115,56.289256198347104,2.341290391086691,1.2879301932847045,0,0,0,0,0,0,0,121,0,0,2019,0.0,0.0826446280991735,0.0413223140495867,0.0,0.2975206611570248,11,10
2814084987,en,0,2019-10-09 14:05:54,960,1076,84.87767857142858,5.676510579214701,0.3373548076573288,0,0,0,0,0,0,0,0,1120,0,2019,0.0,1.1116071428571428,0.3321428571428571,0.1660714285714285,0.9883928571428572,33767,1245
236809977,en,0,2016-01-13 12:29:16,525,280,63.5363321799308,7.047313109194024,2.903905503533994,0,0,0,0,0,85,92,41,71,0,2016,0.0,0.0380622837370242,0.1418685121107266,0.1660899653979238,0.1730103806228373,76391,11
2376837104,en,1,2019-03-09 09:10:58,41,106,62.91666666666666,1.9036149905096096,1.209319720565548,0,0,0,0,0,0,0,108,0,0,2019,0.0,0.0462962962962962,0.0092592592592592,0.0,0.4074074074074074,4,5
468111672,it,1,2017-01-20 05:41:42,29,1437,85.35959595959596,7.384024784028814,0.3005184574173957,0,0,0,0,0,0,0,1485,0,0,2017,0.0,0.0255892255892255,0.0531986531986532,0.0154882154882154,0.0006734006734006,9,38
2513067457,en,0,2019-05-23 16:39:43,8381,3608,32.04024520255864,4.916113419367465,0.0438716408562653,0,0,0,0,0,0,0,0,3752,0,2019,0.0,0.9834754797441364,0.0247867803837953,0.0834221748400853,0.6372601279317697,293935,3690
57591732,en,0,2014-07-19 08:37:40,49717,1434,69.54936198791135,6.624252316946981,0.7641892481901887,0,0,0,0,0,0,229,772,488,0,2014,0.0,0.0725319006044325,0.7233042310275353,0.3055742108797851,0.7515110812625924,824420,108
2356210058,en,0,2019-02-24 11:24:33,73,141,59.41891891891892,2.37690749317436,1.1784988460830588,0,0,0,0,0,0,0,148,0,0,2019,0.0,0.0675675675675675,0.0405405405405405,0.0,0.2635135135135135,5,10
1174865594,en,1,2018-02-15 10:51:46,21,22,55.66666666666666,4.175735869100492,2.9140163035068447,0,0,0,0,0,0,24,0,0,0,2018,0.0,0.0,0.2083333333333333,0.0,0.0,0,0
148896431,es,1,2015-05-29 22:15:05,38,42,33.79545454545455,3.734290626744808,1.992861583519236,0,0,0,10,34,0,0,0,0,0,2015,0.0,0.0,0.0,0.0227272727272727,0.0227272727272727,0,0
1175962808,en,1,2018-02-15 16:32:31,26,29,48.45454545454545,4.25,2.5997301466508205,0,0,0,0,0,0,33,0,0,0,2018,0.0,68.84848484848484,0.3636363636363636,0.0909090909090909,0.0606060606060606,15124,2272
3007481400,en,0,2020-02-04 04:30:18,776,822,41.87412587412587,4.645664337084145,0.3437325946864155,0,0,0,0,0,0,0,0,858,0,2020,0.0,0.2237762237762237,0.0023310023310023,0.0116550116550116,0.5314685314685315,63900,192
2351047069,en,0,2019-02-21 03:14:40,2041,148,63.84415584415584,2.4307253606146686,1.1598473105220617,0,0,0,0,0,0,0,154,0,0,2019,0.0,0.0194805194805194,0.1233766233766233,0.0,0.3246753246753247,8,3
193181766,en,0,2015-09-23 05:06:33,40607,2078,67.15402405180389,4.616016025194329,0.2524804057423491,0,0,0,0,0,0,0,108,2054,0,2015,0.0,0.1748381128584643,0.1276595744680851,0.0097132284921369,0.4283071230342276,78201,378
42173055,en,0,2014-05-26 05:58:29,6904,2425,49.99046862589357,7.844615521906649,0.9481619592693412,0,0,0,0,0,1209,489,465,355,0,2014,0.0,0.0361397934868943,0.0579825258141382,0.0639396346306592,0.7235901509134234,872114,91
296791685,en,0,2016-05-12 12:14:21,15003,2313,48.12152633761925,5.521083469335546,0.260704816388537,0,0,0,0,0,0,0,1001,1410,0,2016,0.0,0.1878888428038158,0.0257154707590211,0.0273745333886354,0.7154707590211531,901037,453
840460058,en,0,2017-09-24 21:17:39,21,16,69.83333333333333,3.969815782426811,2.5580510765444577,0,0,0,0,0,0,8,1,9,0,2017,0.0,0.3333333333333333,0.1111111111111111,0.5,0.4444444444444444,135,6
701708133,en,0,2018-10-07 04:28:07,283,298,85.72222222222223,3.4223527246839422,0.9226290802047524,0,0,0,0,0,0,0,0,306,0,2018,0.0,0.0326797385620915,0.3529411764705882,0.2418300653594771,1.0098039215686274,219985,10
220116356,en,1,2015-11-28 20:47:29,12569,3612,78.12613575628006,4.823123166189725,0.0136980825746589,0,0,0,0,0,0,0,3742,0,0,2015,0.0,0.017103153393907,0.0,0.4120791020844468,0.0,43,64
2354453778,en,1,2019-02-23 08:14:27,77,157,68.69135802469135,2.356459389443904,1.160001482531862,0,0,0,0,0,0,0,162,0,0,2019,0.0,0.074074074074074,0.0493827160493827,0.0,0.2407407407407407,8,12
1175933244,en,1,2018-02-15 16:29:25,22,30,65.93333333333334,3.874211167093752,2.5773270128028267,0,0,0,0,0,0,30,0,0,0,2018,0.0,0.0,0.0666666666666666,0.0,0.0,0,0
481928900,en,0,2017-02-04 10:15:30,56,29,92.0,4.182005814760214,2.376717193094392,0,0,0,0,0,1,28,0,0,0,2017,0.4827586206896552,1.1724137931034482,1.0,0.6551724137931034,0.0344827586206896,73097,34
