id,user_id,retweet_count,reply_count,favorite_count,num_hashtags,num_urls,num_mentions,created_at,text
556713099395203072,41242157,0,0,0,0,0,1,2020-01-20 07:22:00,@iluvnix17 like what? Stories and player profiles? Never really interested me and I have a phone in my hand and can look up anything needed
589284783542243328,429417419,75,0,0,0,0,1,2020-04-19 04:30:15,RT @InkMonstarr: Goals so big you get uncomfortable telling small minded people.
582372128709689344,1182170533,356,0,0,0,0,1,2020-03-31 02:41:50,"RT @sehunownsme: Baekhyun was asked to introduce ""My Answer is You"" and he just translated it in korean ㅡㅡ;"
492764456901148672,466278877,0,0,0,0,0,0,2019-07-27 20:12:56,"""Il successo Ã¨ sempre stato figlio dell'audacia"". FranÃ§ois Voltaire"
557139196800798720,932014148,0,0,0,0,0,1,2020-01-21 11:35:10,@ItsMicah egg pero di na dinner ang tawag. supper haha.
357651699093086209,38679217,1,0,0,0,0,2,2018-07-20 00:03:04,RT @rowiematti: It is the first day of Galileo's 2-week FREE LEARNING SESSIONS! REGISTER NOW! @galileoenrich http://t.co/K06DhnIUAm
575898827288240128,553317912,1,0,0,0,0,1,2020-03-13 05:59:14,RT @ryvn_goosling: Can't wait for Kendrick's new albulm to drop about to be some
493587327193583616,354206693,0,0,0,0,0,0,2019-07-30 02:42:43,@alyssa_ragasaxx my gaaad
590885859269996544,492649414,0,0,0,0,0,0,2020-04-23 14:32:21,"SISMO 3.4 Richter 15 km al SUROESTE de  SAN MARCOS, GRO         22/04/15 00:50:02 Lat 16.69 Lon -99.47 Pf    5 km"
593819286419832833,1141299306,0,0,0,0,0,1,2020-05-01 16:48:45,@PrincessSernat tulog na sweety pie qu0hz
491190216657747968,564249598,13,0,27,0,0,0,2019-07-23 11:57:28,Quasimodo Ã¨ l'unico eroe Disney che si chiama Quasimodo.
iylbzyeiw,2214453095,1,0.0,2.0,,,,2019-01-18 01:13:23,
299316422650232832,616289460,0,0,0,0,0,0,2018-02-09 00:39:30,"-&amp; yes it cost tah be the BOSS , ii paid the price and plus the taxes ;)"
432193490991472640,188615999,0,0,1,0,0,0,2019-02-10 16:45:32,Just got a whiff of the same fragrance my girl uses. Stopped what I was doing and looked around. Thought she was here :(
530011704131067906,531163613,0,0,0,0,0,0,2019-11-07 15:00:12,"To the uneducated, an A is just three sticks. - A. A. Milne"
528636306373767168,2280712068,0,0,0,0,0,0,2019-11-03 19:54:51,Io amo i documentari sugli squali
569163108129775616,91086879,5,0,2,0,0,0,2020-02-23 15:53:54,i miss you
591036712521990144,2882736641,0,0,1,0,0,7,2020-04-24 00:31:47,@smorrison76 @Pales601 @LogMike @TheRabbitHabbit @LanceSilver1 @TrentSabastian @JCCWatch UK used these weapons too. Israel briefly. Not now.
424744776953761792,83390456,0,0,0,0,0,0,2019-01-21 03:27:00,Throat is in bits!!
584530682094886913,413675359,1,0,2,0,0,0,2020-04-06 01:39:09,Yesterday was a great day of geocaching
565184038814494720,1252098630,1,0,0,0,0,0,2020-02-12 16:22:30,"When understanding someone's sorrow, take time and pause. Remind yourself, you're about to go inside a place only that person has survived."
487190144,nan,1,,ai6,,0.0,,2019-10-30 06:11:12,
518436465727242240,1970829738,0,0,0,0,1,0,2019-10-06 16:24:20,La vera generositÃ  verso il futuroconsiste nel donare tutto al presente. (A. Camus) http://t.co/SE6nEdfQ0N
521410897685016576,306510948,0,0,0,0,0,0,2019-10-14 21:23:40,That's one small step for [a] man; one giant leap for mankind. - Neil A. Armstrong
136036147826125509,531157328,0,0.0,0.0,0.0,,0,2019-10-18 15:51:53,Cocaine is God's way of saying you're making too much money. - Robin Williams
354394957412450304,503262878,0,0,0,0,0,0,2018-07-11 00:21:56,how da fak do I cook this chicken
461587044909608960,2355205428,1,0,1,0,0,1,2019-05-02 19:25:02,@JerichoBurley Please follow me
585400954121396224,110118205,0,0,0,0,0,2,2020-04-08 11:17:18,@wcynthiaaa @jy34Ho 吃牛肉麵了嗎?
889911492460117211,999662546,0,0.0,,2wtmdqfavz,0.0,1,2019-04-30 16:49:07,@lothomason_
522396405252763648,531164519,0,0,0,0,0,0,2019-10-17 14:39:43,Walking: the most ancient exercise and still the best modern exercise. - Carrie Latet
373702292287258624,576191042,1,0,0,0,0,0,2018-09-02 07:02:24,Chi non accetta consiglio non puÃ² essere aiutato. Benjamin Franklin
482938282893144065,560480786,6,0,0,0,0,1,2019-06-30 17:27:13,RT @RyMack1027: Let's fish till sunset then just drive all night..
523218481458982912,558061651,0,0,0,0,0,0,2019-10-19 21:06:21,Time is a friend. Do not kill it.
319933524205531136,355830456,0,0,0,0,0,0,2018-04-06 22:04:30,"@rianicoleb say wah, carnival ur way this weekend.  Yuh nice!"
588487781506158592,15805367,0,0,0,0,0,1,2020-04-16 23:43:15,@Taosym we just roll our eyes at him and ignore him when he’s talking shit. I do call him out when he’s showing bias towards me and co.
506836110421819392,466110228,1,0,0,0,0,0,2019-09-04 16:08:39,Agli altri non si puÃ² comandare che servendoli Giovanni Gentile
486642516301578240,366081148,13,0,0,0,0,1,2019-07-10 22:46:31,"RT @NoBaqwaas: Ye dhol walon ka concept nahi samajh atah, Insaan sehri karey ya bhangra?"
557566018961551360,144074129,0,0,0,0,1,0,2020-01-22 15:51:12,I'm eyeing for this pair of Adidas! Pls don't go out of stock and Pls have my size:) hingi muna money:))) http://t.co/rj2DTlPHdH
475456769037053952,16282004,0,0,0,0,1,0,2019-06-10 01:58:21,"El Ã©xito es como un tren, todos los dÃ­as pasa pero si no te subes tÃº se subirÃ¡ otro.Success is like a train, it... http://t.co/KyYwuhqkKt"
ojyxymrkn,15321243,,,,,0.0,2,2016-03-07 03:40:53,@abc7 @CharlieSheen Anything he says can and will be used against him. He's crazy!
820421044889959764,220602388,4345,,laco,0.0,0.0,1,2018-06-30 21:18:08,"RT @TheBatman: WE ARE NOT ADDING HASHTAGS TO THE BATSIGNAL, ROBIN."
579420166066294784,15044720,0,0,0,0,0,0,2020-03-22 23:11:47,meooow
528965960204816384,468144332,0,0,0,0,0,0,2019-11-04 17:44:47,Il letto Ã¨ il tuo migliore amico.
585568148583243776,2251878995,1,0,1,0,0,0,2020-04-08 22:21:40,I hate this phone -.-
573125565856681984,1484608740,0,0,0,1,0,1,2020-03-05 14:19:17,@kumarmohan_g How abt infrastructure bonds? It has always raised the kind of money that the govt needs #ccstalks
589847771588366336,157809852,0,0,0,0,0,3,2020-04-20 17:47:22,@BJYM @sanghaviharsh @BJP4India Make sure who  join this must be helping him and his neighborhood to keep clean.
529656436264288257,531148996,0,0,0,0,0,0,2019-11-06 15:28:29,"Learn from yesterday, live for today, hope for tomorrow. - Albert Einstein"
512641151846076416,531141814,0,0,0,0,0,0,2019-09-20 16:35:49,It's later than we think and most of us aren't even thinking
585699406462263297,1214857692,1,0,0,0,0,0,2020-04-09 07:03:14,"""Sluts need love too.""
Wise words from a young PG."
580278471735144449,382089157,0,0,0,0,0,1,2020-03-25 08:02:23,"@Calum5SOS hey calum, follow an aussie fan? it would mean a lot to me, love you "
qnlquck,522419526,0,,0.0,,0.0,,2019-10-15 13:18:57,
474410305330495488,2348197128,0,0,0,0,0,0,2019-06-07 04:40:05,Dude I'm such a girl. I pack everythingggggg. Help meeeeeee
562191457071546368,1275604747,0,0,0,0,0,1,2020-02-04 10:11:03,@JLRochford Not ours. I recall ours
590555008871071744,23749423,0,0,0,3,1,0,2020-04-22 16:37:40,#Twitter announces crackdown on abuse with new filter and tighter rules. #limitations #censorship of sorts.  http://t.co/g3aTpX6XNo
205760408239426511,615237160,04fzba6h4f,0.0,0.0,0.0,0.0,1,2020-02-13 22:51:06,"@IbanATH todo fenomenal, todo perfecto. Les sobrará el dinero o algo, porque a mi no me entra en la cabeza."
524324918976987136,215691888,0,0,0,0,0,0,2019-10-22 22:22:56,"It's the most fun I have ever had and. also the biggest pain in the ass I have ever experienced. Brad Pitt, on fatherhood"
517866086608695297,297070204,0,0,0,0,1,0,2019-10-05 02:37:51,Learn About Strategy Consulting Firms: Gaining a Competitive Advantage  http://t.co/cV4fsmMqYG
589605170239016960,1950803306,518,0,0,0,0,1,2020-04-20 01:43:21,RT @owlcity: Is it true the elves didn't want Elrond on the boat to the grey havens because he was so depressing and negative all the time?
521590393058918400,33212890,2,0,0,0,0,3,2019-10-15 09:16:55,RT @giovanniciacci: @pierozucca87 @ElisaDospina 12...
431659506469466112,17748368,0,0,0,0,0,5,2019-02-09 05:23:40,@Schwinnchester @Mtb_skippy @sourpete @demdeez @SinDbalsitis I use CX miles all for upgrades and trips to YVR.
532374544716402689,2354580744,6,0,0,0,0,1,2019-11-14 03:29:17,RT @mm_m01: Ø§Ø³ØªØºÙØ±Ø§ÙÙÙ Ø§ÙØ¹Ø¸ÙÙ ÙØ£ØªÙØ¨ Ø§ÙÙÙ
563252918149591041,356241682,0,0,0,0,0,1,2020-02-07 08:28:55,@AllRiseSilver be careful and get well soon&gt;&lt;
581071280784351233,2887479128,389,0,0,0,1,1,2020-03-27 12:32:43,"RT @allkpop: Crayon Pop return with ""FM"" on 'M! Countdown'!
http://t.co/w0zJ917JmM http://t.co/ovoEvwtNSC"
949116854133810,nviem1q,0,0.0,,,,,2018-06-02 03:24:58,"@danloving It’a a rarity, for sure. But for crying out loud, Boggs has been their opponents’ best player all season."
574022957334327296,1272060360,51,0,0,1,0,1,2020-03-08 01:45:12,RT @PBBabscbn: Soooo!!! Kabataang Pinooooooy!!! THIS IS IT!!!
452569388952997888,636709756,0,0,0,0,0,2,2019-04-07 22:12:05,@Zaidbawab @austinrshaw stop zaid
522098651666329600,129549447,0,0,1,0,0,0,2019-10-16 18:56:33,"Tonights delight - Stir Fried Pork, marinated in Housin Sauce served with Egg Noodles &amp; topped  Oyster &amp; Spring Onion Sauce + Prawn Crackers"
555901980497829888,24816799,0,0,0,1,1,0,2020-01-18 01:38:54,#throwbackthursday take me back⚾️ http://t.co/LTKAbe1CXp
587276146942828544,796706299,5838,0,0,0,0,1,2020-04-13 15:28:39,RT @WayneRooney: Sorry monkey. Haha
592021468218728449,1693274954,0,0,0,0,1,0,2020-04-26 17:44:51,"Thomas Staggs: Disney’s Heir, Apparently http://t.co/02MmqhlEhA"
591290621832331264,56337417,64,0,0,0,0,1,2020-04-24 17:20:44,"RT @Ra_Bies: No woman is ugly. But if you don't find her beautiful after drinking half a bottle of whiskey, I take back my last statement"
591384020333633536,2593793134,0,0,0,0,0,1,2020-04-24 23:31:52,@shakashai it's so hard I crriekedd
525069107520368640,221066792,0,0,0,0,1,0,2019-10-24 23:40:05,Alana's Lyme Journey - Part 7 - No Luck!  http://t.co/p04nGzXLTn
591072279628394496,2950734967,870,0,0,0,0,1,2020-04-24 02:53:07,RT @PoemsPorn: “One of the keys to happiness is a bad memory.”
580860393586761728,1319382349,1,0,2,0,0,1,2020-03-26 22:34:44,"at least we know she has working reproductive organs. RT @KilIerBey: Imagine if Nicki kept hers ""@onika911: Imagine Blue was Bey's daughter”"
590283033879646209,466825950,0,0,4,0,0,6,2020-04-21 22:36:56,@micki_stevens @Laura19691 @helloherman1 @demeter_lisa @scott_trudi @t_marcotte thank you!!
580894850997977088,58983782,0,0,0,0,1,0,2020-03-27 00:51:39,I want one of these dammit! https://t.co/ugjUPNciho
489455435808636928,1280865181,0,0,0,1,0,2,2019-07-18 17:04:04,“@GodOfTrack: Coach got me practicing so hard... #TrackNation http://t.co/uHYQKb3mqR” @IamCdill @BeastMode1404
524013308689797120,531141814,0,0,0,0,0,0,2019-10-22 01:44:43,Marketing is too important to be left to the marketing department. - David Packard
319751901962989568,1176175902,0,0,0,0,0,0,2018-04-06 10:02:48,ÐÑÑÑ Ð¸Ð»Ð¸ Ð½Ðµ Ð±ÑÑÑ ? ÐÐ¸ÑÑ Ð¸Ð»Ð¸ Ð½Ðµ Ð¿Ð¸ÑÑ...
519131635003179009,542219577,0,0,0,0,0,0,2019-10-08 14:26:41,Brad Pitt  E Giovanni prende la scala.
505275549846372352,542129791,0,0,0,0,0,0,2019-08-31 08:47:33,La forza dell'ingegno cresce con la grandezza dei compiti.  Tacito
426078269746974720,572918904,91,0,0,0,1,1,2019-01-24 19:45:50,RT @TheAppleLounge: 1984 - I trent'anni dello spot che ha cambiato la pubblicitÃ  televisiva - http://t.co/SjZRBofhGk
510977163148165122,531244770,0,0,0,0,1,0,2019-09-16 02:23:43,Read the History of LA Gear  http://t.co/D5LefygsHu
880585309694729,467154855,1,0ngi,,0.0,0.0,0,2019-09-30 18:43:28,"Non ce l'ho particolarmente coi bimbominkia, ma con i loro genitori che gli danno libero accesso alla rete"
570467853993955329,1244458130,0,0,2,1,0,0,2020-02-27 06:18:29,#subtweetsmom
587236036545155075,248827763,1,0,1,0,0,0,2020-04-13 12:49:16,Successful night
471627556131590144,395041407,37581,0,0,0,0,1,2019-05-30 12:22:26,RT @IPlay4God: The best one I've seen
307790401807466496,1175586606,0,0,0,0,0,0,2018-03-04 09:52:04,"Tomorrow,I'll be at the tableWhen company comes.Nobody'll dareSay to me,""Eat in the kitchen,""Then."
450812959204196352,1648972316,70,0,0,0,0,0,2019-04-03 01:52:39,RT @fitness_maseo: How to regulate your water consumption http://t.co/ds1ezDD7qA
160242657,347579782,0,0.0,6q3i9,0.0,,0,2019-10-25 22:22:29,You must begin to think of yourself as becoming the person you want to be. - David Viscott
594042612102746113,130424630,10,0,0,2,1,1,2020-05-02 07:36:10,"people in #Calcutta lets get together for #Nepal..no ticket,only donations...@WeAreCalcutta  https://t.co/UydEqZKYpr"
526861779083988993,531231183,0,0,0,0,0,0,2019-10-29 22:23:31,Youth is when we want to set the world on fire... Middle age is when we hope our children won't.
525885933733023744,523750491,0,0,0,0,1,0,2019-10-27 05:45:51,Small Dogs Can Make Great Pets - Picking the Right Breed  http://t.co/iIMRoVWhNV
566702027162796032,140288349,0,0,0,0,1,1,2020-02-16 20:54:26,"Let's just hope I don't get heartburn (at @Wienerschnitzel in Northridge, CA) https://t.co/R8zqzJXQOw"
6610542193,2420671208,,,,,0.0,0,2020-04-07 02:15:46,Ohh... http://t.co/Ho9qhufvJU
568117674229817346,407225208,183,0,0,0,0,1,2020-02-20 18:39:43,RT @FURIOSOCABREADO: ME CAGO EN MI VIDA JODER HOSTIAS PUTA MIERDA COJONES AAAAAAAAA COÑOOOOOOOOOO AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAARRRG…
582939506078294016,84482024,0,0,0,0,0,0,2020-04-01 16:16:23,Anyone remember that maybe tho by any chance
506394095548661760,539138964,0,0,2,0,0,0,2019-09-03 10:52:15,Le cose giuste mi piace farle per sbaglio
591833684933644288,1921565318,0,0,0,0,0,1,2020-04-26 05:18:40,@RockShark223 jordy
576069849509728258,178165647,24,0,0,0,1,1,2020-03-13 17:18:49,RT @Breaking911: 2-Year-Old Dead After Drinking Babysitter's Grape Soda - http://t.co/mjlXRX9xYk http://t.co/DXnhDZ2U0E
571901288356708352,1148751751,0,0,1,0,0,0,2020-03-02 05:14:27,That was fast http://t.co/tusIdmv8Ov
494045639542853632,53375745,0,0,0,2,1,1,2019-07-31 09:03:54,Top 10 Tips for #Online #Branding: http://t.co/G0VibNPUgs (via @webseoanalytics)
591294844246618112,571579758,0,0,2,0,0,0,2020-04-24 17:37:31,this is where i belong http://t.co/M19Dh4y5ge
826915776669825498,466206406,0,0.0,,,,,2019-11-02 13:11:19,E la birra calda non l'ho mai augurata a nessuno!
486718663223828480,2353593986,0,0,0,0,0,1,2019-07-11 03:49:06,"@4fri2endly0 ""A business that makes nothing but money is a poor business."" - Henry Ford"
569818165963657217,232804792,0,0,0,0,0,0,2020-02-25 11:16:52,"Venusaur, SolarBeam!"
744248635197745,wdquew,,,,,0.0,1,2019-07-30 18:58:59,@PerfectDKids I'm not a bad kid
505960709172498432,466262010,0,0,2,0,0,0,2019-09-02 06:10:08,Una donna non ammetterÃ  mai d'aver avuto torto:pensa semplicemente di non esser riuscita ad esprimersi con sufficiente chiarezza
6069950098142551,725451396,,0.0,,,,,2020-03-01 03:45:28,"@TodayIsAray Sorry, I was in the gym."
510916028537118720,522715107,0,0,0,0,1,0,2019-09-15 22:20:48,"Check Out this Introduction to Highland Village, Texas  http://t.co/jvm6q4gAHD"
569798898862071808,2920448851,0,0,1,0,0,0,2020-02-25 10:00:18,@jeaancarla pero sige miss you nalang hahaha
582797032890462209,255846106,0,0,0,0,0,1,2020-04-01 06:50:15,@KendallsCGU Sent.
267352550037127168,618689737,0,0,0,0,0,0,2017-11-12 19:46:29,"Mas precisa acreditar em algo, mesmo que seja em sÃ³ vocÃª - Projota."
555898357839699969,546533556,0,0,0,0,0,2,2020-01-18 01:24:31,"@camerondallas i love seeing you laughing , bc it always makes me smile , never stop cam , ily @camerondallas "
485586452680417283,834680701,0,0,0,0,0,0,2019-07-08 00:50:06,Oh http://t.co/j99vVzzoT2
488983099875655680,2358710996,0,0,0,0,0,1,2019-07-17 09:47:10,"@MFWERadio ""Perseverance is failing nineteen times and succeeding the twentieth."" - Julie Andrews"
348108217802424320,62488487,1263,0,0,0,0,1,2018-06-23 16:00:41,"RT @ltsVine: ""instagram are you okay?"" ""yeah i'm vine"" ""what was that"" ""i said i'm fine"""
32314452,531243222,,,,,0.0,0,2019-11-10 22:13:17,"Yesterday our troubles seemed so far away, I believe in yesterday. - The Beatles"
562069733634080768,279301234,25457,0,0,0,0,1,2020-02-04 02:07:21,RT @taylorswift13: MCDONALDS WHY WOULD YOU DO THAT TO ME I WASNT READY
279309362403606528,616455360,0,0,0,0,0,0,2017-12-15 19:38:35,Follow me Follow me Follow me Follow me Follow me plz..... I'll follow you back
577275964553474048,297449289,19,0,0,1,1,3,2020-03-17 01:11:29,RT @Porsha4real: Dinner w/ @phaedraparks my house wearing @porshadstewart #Rhoa https://t.co/wLpwqQiJLb
584866617486297,1297673149,0,ggbdk7byp,0.0,0.0,0.0,,2020-02-18 04:58:02,Home to pack new set of things...
64829674,72196532,0,0.0,iujpyhwi,,0.0,0,2020-03-28 14:39:17,Simula bukas may hihintayin na ako. Sana hindi maligaw yung mail. Birthday gift ni Zach yun eh.
458953045393825792,466460908,1,0,0,0,0,0,2019-04-25 12:58:27,Cosa dice una mosca davanti ad un insetticida? .............................Moscappo!
589979347945066497,1552210417,0,0,0,0,0,0,2020-04-21 02:30:12,booked for palawan! any exo-ls in palawan?
462579014826483712,1683489438,1296,0,0,0,0,1,2019-05-05 13:06:46,RT @Areyouacatfish: Worst thing about summer
560685967544029184,1862854957,0,0,0,3,0,0,2020-01-31 06:28:46,"#GustoKong ang
     #Kathniel mag guest ulit sa
     #ItsShowtime oh dba? lahat ng trending nagawan ko ng isang SENTENCE fnbgfngf"
529035216770564097,805936572,0,0,0,0,1,1,2019-11-04 22:19:59,"Hunters, check this out..a MUST HAVE this fall!  http://t.co/AGF1Vy6Y43  RT @Monterey_City"
400671064071868416,1273205000,55,0,0,1,0,2,2018-11-15 17:06:40,"RT @giannicuperlo: Difendiamo pensioni fino a 6 volte il minimo, tuteliamo quelle di vecchiaia delle donne. @ilmessaggeroit #BelloeDemocratâ¦"
11497445701,ipus,0,0.0,0.0,1.0,3bn4zgrxx5,0,2019-10-17 21:45:33,No. Non scrivi di Merda.  Ã tutta #colpadellAggiornamento
527868129704411136,466470799,0,0,1,0,0,0,2019-11-01 17:02:24,"Due carabinieri camminano sulla spiaggia.. Uno dei due, guardando a terra,: -Oh, un gabbiano morto. -. E l'altro, scrutando il cielo: -DOVE?"
459876174865244161,2354137716,0,0,0,0,0,1,2019-04-28 02:06:38,@poehomage hi
583803443556429824,166211662,0,0,0,0,0,1,2020-04-04 01:29:22,@lexyt17 ya
592187141691670528,282464049,0,0,1,0,0,2,2020-04-27 04:43:11,@FDNMPolitics @AK_OK Wasn't that the keynote?
561805589920362498,1005131857,0,0,0,0,0,1,2020-02-03 08:37:45,@The1DRepxblic please x37
500948414394540033,539167565,1,0,4,0,0,0,2019-08-19 10:13:03,Voglio rompere il muro del sonno.
386078369542311936,1273207741,0,0,0,0,0,0,2018-10-06 10:40:30,"Nel regno animale la legge Ã¨ mangiare o essere mangiati; nel regno umano, definire o essere definiti. Thomas Szasz"
876552162796799,293953135,273,,0.0,0.0,,1,2019-05-24 12:51:41,"RT @MatamaanKa: Kaya tayo madalas nasasaktan, kasi nauuna agad yung pag-eexpect natin sa isang bagay."
550573836123783169,202355526,1,0,0,0,0,4,2020-01-03 08:46:46,RT @daarulislam_com: @maqsood366 @jamalyousaf1979 @gamesforgirls11 Who better to protect you for the whole day! You can have Allah! http://…
574407795782496258,321162905,0,0,0,0,0,0,2020-03-09 03:14:25,You like my point of view but it's insane.
5484460534,493739792,1,0,2,0,0,0,1959-05-02 00:10:48,Strangers like me from Tarzan is pretty much the greatest song ever
557305233538166784,1202825384,137,0,0,0,0,1,2020-01-21 22:34:56,"RT @r5wouldyou: Kiss under the mistletoe...

RT - Ross

Or

Fav - Riker"
587732422814408704,294562734,0,0,1,0,0,1,2020-04-14 21:41:43,@quirkylildaisy sige gawin mo na  yung ginagawa mo goodluck dyan :)
473271647127207936,23388629,0,0,1,0,0,1,2019-06-04 01:15:28,@Rusty2001C @okdeadhead high school art. 6 days then finals...then freedom!
60790797542673007,884366718,6,0.0,0.0,,1.0,loew09h,2020-04-22 14:42:06,"RT @romeoagresti: #Simeone su @GoalItalia: ""La #Juve è una squadra pericolosa, chiunque affronterà i bianconeri troverà difficoltà"" http://…"
564403168960716801,24295753,0,0,0,0,0,2,2020-02-10 12:39:36,@TravisCedeno @SteveStfler rotflmaoooooo
474697407888764928,251518992,0,0,0,0,0,0,2019-06-07 23:40:56,Back it up like a dump truck
530071286836625409,531223809,0,0,0,0,0,0,2019-11-07 18:56:57,The most serious mistakes are not being made as a result of wrong answers. The truly dangerous thing is asking the wrong question P Drucker
402834844393906,306500607,0,0.0,,,,,2019-10-27 20:06:35,Great Introduction to Aerosmith  http://t.co/5Q0I0Klr5g
592247443850457088,141883652,0,0,0,1,0,1,2020-04-27 08:42:48,the ATM machine keypad “@aunty_ifeoma: who else knows your ATM pin ? #DawnEpisode15”
677040366598652,kjzu,0,0.0,0.0,,,,2019-10-13 20:14:03,
30519699488,913855980,0,,1.0,0.0,,0,2018-02-26 08:39:29,Goodness it's been forever since I have been on. O.o
586855146765836288,1435964180,13,0,0,1,0,1,2020-04-12 11:35:44,RT @tmrwooop: YES GO GLADERS THE GAP IS GETTING WIDER #VoteThomasMTV
526041468239360001,244161562,0,0,0,0,0,0,2019-10-27 16:03:54,Don't tell me where your priorities are. Show me where you spend your money and I'll tell you what they are.  James W. Frick
566438175820636161,15044720,0,0,0,0,0,0,2020-02-16 03:25:59,you turdburglars
516220535639146496,166733398,0,0,0,0,1,0,2019-09-30 13:39:01,Check out these awesome darts t-shirts &amp; gear - get something for the darts lovers in your life!   http://t.co/LnQ8QlKQhl
582949996678549504,1894751762,0,0,0,0,0,3,2020-04-01 16:58:04,@panerabread study craze @julia_arriaran @MaraSchowe
582962367505555458,2469581288,0,0,0,0,0,1,2020-04-01 17:47:13,@seorceryy yeah. Lol
793286161,317999553,96,0.0,0.0,6ijw0,,1,2020-01-08 21:20:51,"RT @earthshook: 3.5 earthquake occurred at 6 Jan 2015 21:10:31 UTC, 5 km (3 mi) ENE of Irving, Texas. http://t.co/VLsRL8wu13"
508163239021400064,467156950,0,0,0,0,0,0,2019-09-08 08:02:12,"Volevo solo avvisare le persone che si buttano i problemi alle spalle, che dietro ci sono io!"
1737279104,98w4tu,0,0.0,0.0,,1.0,0,2019-10-13 09:35:48,"Have you heard ""really wit da shits"" ? Listen like &amp; share !!! Love me later coming soon http://t.co/lL0DCpOVP3"
577314430087602177,394990669,1,0,0,0,0,1,2020-03-17 03:44:20,@theonlykobe_ n I just give dat hoes pipe we ain't cuffing
557693905647714304,1199767694,0,0,1,0,0,1,2020-01-23 00:19:23,@Christieolivia1 Ohhh :/
480939610038865920,634186396,0,0,0,5,1,0,2019-06-25 05:05:13,#paramore #monumentour #concert #fun #music @ Xfinity Center http://t.co/KfZsJEfJvM
583595852570071041,2334889399,0,0,1,0,0,0,2020-04-03 11:44:28,bless me with lights on by FKA twigs
hilfbenek,nan,0,0.0,0.0,1.0,0.0,0,2019-03-12 03:39:14,Love the sound of thunders. #delhi
586957875093745664,166211662,0,0,0,0,0,0,2020-04-12 18:23:57,Whos playing
527783241198338049,2281419193,0,0,0,0,0,0,2019-11-01 11:25:05,"Su Twitter come nella vita reale,con il tempo (a volte neanche tanto), viene fuori ""chi"" sei. Realmente."
473836382801379329,538883948,0,0,0,0,0,0,2019-06-05 14:39:31,Devo avere un verme solitario perchÃ© ho una fame mostruosa
583268416351436800,100678199,1,0,3,0,0,0,2020-04-02 14:03:21,A shady man brings more shades to your life.
492565877233946625,557639325,0,0,0,1,0,0,2019-07-27 07:03:51,Ang ganda ng 'THIS MEANS WAR'. Pautakan 101! Hahaha! #MayTheBestManWin
